Sentences,Langid
Tumi jodi pratidin ektu shomoy ber kore boi poro tahole tomar gyaner bhandar kromo brihoto hobe Boi pora shudhu moner khorakoi jogay na borong eti tomake jiboner bibhinno samasya samadhaner upay-o shekhay Boi holo manusher shobcheye bhalo bondhu,bn
Se pratidin sokale uthe yogbyayam kore ebong tarpor ek cup green tea pan kore Ei abhyashti tar sharir o mon dutokey sustho rakhe Se bishwas kore je shasthokor jibanayapanÄ« holo shukhÄ« jiboner chabikathi,bn
Amra jodi eksathe kaj kori tahole je kono samasya samadhan kora sombhob Samajer unnati er jonno amader shokoler ekota hote hobe ebong ek e oporer sahajjo korte hobe Ekota shokti ei kothati shobshomoy soth,bn
Tara gram-er unnati er jonno bibhinno prokolpo hate niyeche jemon rastÄ nirman school pratistha ebong shasthokendra toiri kora Tader ei prochesta grambashider jibonjatrar man unnato koreche Tara bishwas kore je shikkha o shasthoi holo unnati-er mul chabikathi,bn
Ei boiá¹­i porhe ami onek notun gyan arjon korechi ebong amar chinthabhavna-r proshar ghotche Boiá¹­i lekhok-er gÃ´bhÄ«r ontÃ´rdrishti ebong obhiggota futiye tulche Ami mone kori je ei boiá¹­i shokoler pora uchit,bn
Je bekti niyomito porashona kore ebong nijeke update rakhe se jibone kokhono pichiye pore na Gyan holo emon ek sompÃ´d ja keu kere nite pare na ebong eti amader jiboner protiti kshetre sahajjo kore,bn
Jokhon ami prothombar somudro dekhechhilam tokhon amar mone hoyechhilo prokritir sundorjer kono sima nei Somudrer bishalota ebong nil jolarashi amake mughdho korechhilo Sei diná¹­i amar jiboner ekta obismoroniya muhurto hoyeche,bn
Ken amra shobai mile poribesh rakhhar jonno kichu podokkhep nichchi na? Pratidin amra jevabe plastic byabohar korchhi ebong gash katochhi ta amader bhobishwot projonmer jonno bhoyankor bipod deke ashe Amader ekhono shechotona hote hobe,bn
Jodi tumi kothor porishrom koro ebong lokkhoye obichol thako tahole ekdin na ekdin tumi safol hobei Jibone kono kichui oshombhob noy shudhu proyojon dhairjo ebong odhyoboshay Safollo kono akshmika ghotona noy eti holo niyomito prochesthar fol,bn
Karone chara kono kichui hoy na ebong amader pratyek kajer pichone ekta karon thake Amra jodi amader kajer karongulo bujhte pari tahole amader jibon onek sohoj hoye jay Karon holo amader kormer mul bhitti,bn
Kintu jibone shobkichui sohoj noy ebong pratyek manusher jibone kichu na kichu samasya thake Samasyagulo ke eá¹›iye na giye segulor samadhan khuje ber kora-i holo buddhimÄner kaj Samasya-i amader shokti-shali kore tole,bn
Tobe amra jodi sothik porikalpona niye agiye jai tahole je kono lokkho arjon kora sombhob Porikalpona holo safollor prothom dhap ebong eti amader ke amader lokkhor dike sothik pathe agiye niye jai,bn
Apni jodi pratidin kichu shomoy nijer jonno ber koren tahole apnar manoshik shasthyo onek bhalo thakbe Nijer jotno neya shudhu sharirik noy manoshik bhabeo khub guruttopurno Nijeke shomoy dewa holo nijer proti bhalobasha,bn
Porashona kora shudhu school ba college-er jonno noy eti holo sarajeeber ek prokriya Amra joto beshi porbo toto beshi shikhbo ebong amader gyaner poridhi barbe Porashona holo jiboner shobcheye boro binoyog,bn
Shobai jodi ektu shechotona hoy ebong poribesh rakhhar jonno kaj kore tahole amader prithibi onek sundor hoye utbe Prati manusher chhoto chhoto prochestai boro poriborton ante pare Poribesh raksha kora amader shobaar dayitto,bn
Kono kaj-i chhoto noy ebong pratyek kajer-i nijosh shomorthho ache Amra jodi chhoto chhoto kajgulo sothik bhabe kori tahole boro safoll arjon kora kothin noy Chhoto kajer guruttho kokhono obomulyan kora uchit noy,bn
Nijer swopno ke kokhono chhoto koro na karon swopno dekha-i holo safollor prothom dhap Jodi tumi bishwas koro je tumi parbe tahole tumi oboshyoi parbe Swopno holo jiboner diknirdeshok,bn
Poribar holo amader jiboner shobcheye boro sompÃ´d ebong poribarer sodosho der shathe shomoy katano holo jiboner shobcheye mullooban muhurto Poribar-e amader shobcheye boro somorthon ebong tara amader ke shobshomoy sahos jogay,bn
Prokritir sundorjo upovog kora holo jiboner shobcheye boro anonder modhye ekta Prokritir modhye shomoy katale amader mon shanto hoy ebong amra notun shokti pai Prokritir kache amra shobai chhoto,bn
Shikkha holo emon ek shokti ja manusher jibonke sompurno rupay bodle dite pare Shikkha shudhu boier modhye simito noy eti holo jiboner protiti kshetre shekhar prokriya Shikkhai holo unnati-r chabikathi,bn
Shomoy holo jiboner shobcheye mullooban sompod ebong ekbar shomoy chole gele ta ar fire paoya jay na Amader shomoy ke sothik bhabe byabohar kora uchit ebong pratyek muhurto ke kaje lagano uchit Shomoyer shodbyabohar-i holo safollor mulmantra,bn
Bhalobasha holo emon ek shokti ja manusher hridoy ke joy kore ney ebong shobkichu-ke sundor kore tole Bhalobasha chara jibon orthohin ebong eti holo manusher shobcheye boro abeg Bhalobashai holo jiboner mul essence,bn
Shasthyo holo sompod ebong shasthyo bhalo thakle amra jiboner shobkichu upovog korte pari ShasthyÂ­er jotno neya amader shobaiÂ­r jonno khub guruttopurno karon eti amader ke sakriyo ebong pranbÃ´nto rakhe,bn
Kaj holo emon ek jinish ja amader ke jibone agiye niye jai ebong amader lokkho arjon-e sahajjo kore Kaje madhyome amra amader dokkhota brihito kori ebong nijedekhe unnoto kori Kaji holo jiboner mul chalika-shokti,bn
Bishwas holo emon ek shokti ja amader ke oshombhobke sombhob korte sahajjo kore Jodi amra nijeder opor bishwas rakhi tahole amra je kono badha atikram korte pari Bishwas-i holo safollor mul chabikathi,bn
Sahos holo emon ek gun ja amader ke bhoy-ke joy korte sahajjo kore Sahosi manushre jibone boro boro safollo arjon kore karon tara kokhono hal chade na Sahos-i holo jiboner shobcheye boro shokti,bn
Dhairjo holo emon ek gun ja amader ke jiboner protiti poristhitite shanto thakte sahajjo kore Dhairjosheel manushre jibone safollo hoy karon tara jane je shobkichur-i ekta sothik shomoy ache Dhairjo holo safollor chabikathi,bn
Sotto holo emon ek jinish ja kokhono lukano jay na ebong sotter joy shobshomoy hoy Sotto kotha bola ebong sotter pathe chola-i holo jiboner shobcheye boro gun Sottoi holo jiboner mul bhitti,bn
Jibon holo ekta jatra ebong ei jatray amra pratidin notun kichu shekhi Jiboner pratyek muhurto-i mullooban ebong amader uchit pratyek din ke upovog kora Jibon holo shobcheye boro shikkhok,bn
Institute-e tinti computer lab o shorbokhonik internet shubidha chatro-chatrider porishonkhyan bishoyok gyane dakkho o upojukto kore gore tulte shahajyo kore.,bn
Turoskoer shikkhabyabosthar unnoyoner jonno Dewe ekti prostab pesh koren.,bn
mrityukaale tini bharotiyo jono nattyo moncho b ajonomer aahobahok chilen.,bn
Jodi konar shonghorSe choto krishnabibar utpadan hoy jemon LHCte toiri hoyechilo ta ekti shunyasthan khayer ghatona shuru korte pare.,bn
erporoborti paach bochore swavabik projonon programmer awotay aaro kichushing jukto stree mesher shathe aaro kichu shing juko shaboker jonmo dey.,bn
swalpo proshikkhon o astro golabarud sombol korei sahosikotar songe taara pakistani senader aakromon protihoto korte thaklen.,bn
Hastachalito blade ja kina dhakkar madhyome shokti shongroho korte pare othoba bidyutchalito motor othoba antardaho engine-er madhyome eti chalito hote pare.,bn
hajar hajar bhaaarotiyo soino hyderabader gramgulor opor chorao hoto ebong narider dhorshon korto.,bn
doler protishthota eng sarike khemar brujer upo-netar bhumikay thaka sotteo sokol dhoroner kormokando theke nishkriti deoya hoy.,bn
Peshay muloto krishok ai jatir lokeder nijosho bhasa ache abong meyanmarer anno onek jatigoshthir motoi tader dhaemacharone ank prachin dhormer provab lakho kora jay.,bn
"jalani o bidyuter dam briddhi bikkhove notun matra ene dey, bikkhovkarira rajdhani aammaner choturtho more, prodhanmontrie karjaloyer kache sei raate obosthan ney.",bn
"taar naamer aakkhorik artho ""porjotok"", sombhoboto proti ratre akasher ek dhar theke annyo dhare chander vromoner bapartir shathe somporkito.",bn
ei motobaad anujayi nari o prakritir opor manusher aadhipotto bistarer majhe ek sadrishyo lokkho kora jaay.,bn
bimanbondorti shompurno prastha ebong doirghya barabor bisforito ispat er samanwaye nirmita bimaner nirmito path jonno bisheshbhabe ullekhjogya.,bn
hani mulkir podotyager por badshah abdullah biswobanker sabek arthonitibid ebong shikkhamontri omor aal-rajjajke notun sarkar gothoner nirdesh dan.,bn
Jsc duglas ebong Tibor rado er dara platiu somosyar sompurno somadhan chilo prodhan dharabahikotar dhap.,bn
"Tobe jonoshruti ache je, Fokir Mangal Shah naame ak adhyatmik Muslim sadhok Bhoirob nodir dokkhin tire police stationer kache tar astana toiri koren",bn
Bidrohira besh koyekti lokkhoniyo nirjatoner sathe jorito chilo; kintu Soviet sena somorthone prerito Mongolian senara ete jorito bidrohider utkhat korte aro-o odhik nrishongsotar porichoy dey.,bn
"muslimder pokkhe kholifa umor ete swakkhor koren ebong khalid bin wayaid, amar ibnul as, abdur rahman bin auf o muyabiya muslim pokkhe chuktir sakkhi hon.",bn
Ghorowa prothom-shrenir ingrej county cricket-e sare o leicestershire-er protinidhitwo korechen ernie haase.,bn
"sadharonoto paach bochor meyader jonne kono bakti jatiyo adhyapok hisebe nijukti peye thaken, tobe khetrobisheshe dirghotoro meyader jonneo puniyog deoya hoy.",bn
Bangladesh muktijuddha chalakalin shomoye tini salt lake shohor ebong Agartala sharanarthi campe kaaj koren.,bn
Ullekhyo ei porjayei Bouddhodharme debdebiruja shuru hoy.,bn
"Du-ekjon nayika jodi ba kormoroto hon, tader kormo hoy meyeder chirokalin kaaj, jemon, nursing, governess ba secretary-r kaaj.",bn
Neem ba bel kath theke niler murti toiri hoy.,bn
mostafa kamal kotrik protishthito gna notun projatontrer kendro hoye uthe.,bn
E obosthay rogider nana rokom rog hoy.,bn
Ekhankar onnotama akorshon somudrer dheu.,bn
somoye somoye dekha jaay kokhono:,bn
Porobortikale tini Ram-er du jomoj putro Lob o Kush-er jonmo den.,bn
"Ei granthe Muslim amoler sanggrahkrito Arabi pharasi shilalipi sanggraha, shilalipi path ebong eshob shilalipir anubad tule dhara hoyeche.",bn
"Kothito ache, ei shomoy Mansingho Kalir swopnadesh peye Sukkhaboti nodir tire ghono jungle-e Jashohareswari Kalir bikolpo Korunamoyi Kalimurtir protistha koren.",bn
"Bishesh gobeshonay prapto tothyo mote, ei bidrohoti sadharon grohonjogyo manodonde grihojuddher sathe tuloniyo.",bn
"annanyo dattobbo songosthar nibondhon kora proyojon bohirbhuto kora hoyehce, kintu taara charity commision-er todaroki khomotar antorbhukto thake.",bn
Tini Sonyasi Jermor kortrik adesh pawar fole ei sthane ekti ashrom toiri korar jonno ortho daan koren.,bn
Boishakh masher prothom din thekei gaan-bajna o Bihu nrityer madhyome Rongali Bihu onushthan palon kora hoy.,bn
Tini Bangla bhashar odhikarer jonno Sarathchondro Sen ebong Gunendronath Ray jatio Congress tyag kore jatiotabadi ancholik dal Loksebak shongho gore tolen.,bn
"ei somoye magazintir songkolone beshkoyekti jonopriyo golpo antorbhukto hoyeche, jar moddhe royeche patty herost apohoron odc.",bn
saale charls tegart vrome aansart day sahebke hotta kora hole gopinath saha o annyannyoder songe tinio greptar hoye paach bochorer jonno kararuddho hon.,bn
Onyodike Bismuthide holo bismuth o onnyanno dhatur moddhekar antodhatob jougo.,bn
"Tar prothom kajgulor ekti chilo je shorkarer uchchoporjayer lokder byektigatobhabe soinyabahini batil kora, jar fole jatiyo soinyadale dhire dhire lokder jogdaan barte thake.",bn
"onekgulo boiyer bisheshato Bouddho dhormabalambider oitijjyogato santipurno onubhutir somalochonamulok, barnana kore je, ",bn
"""Burmar Bouddho bhikkhura sohingsota shuru korte parten na kintu tara jonojatke andolit kore ebong aro uttejito Kortey shuru kore. Jokhon Bouddho dhormogronther adorshoguli shanti o shantibad prochar, bastobota o niyom-kanuner moddhe boishomyo shohojei shamajik, rajnoitik o orthonoitik onirapotar shomoye bere uthe, jemon Myanmarer gonotontrer bortoman rupantor.''",bn
companyti er naam starling risort theke poriborton kore poro bortite starling hollydays rakhe.,bn
"eta vedio game consoler ashtom projonmer hisabe nintedo weiu, microsoft er axbox oner shathe protidondhita kore.",bn
Lekhaker nijer charitrik boisisther chap ei choritror majhe dekha jay.,bn
dudayever anoviggo ebong adokkhovabe porichalito arthonoitik nitisomuho shigroi chechniyar arthonitike durbol kore fele ebong ancholtike aporadhider swarge porinotokore .,bn
erpor mogodher mourjo somrat prothom chandragupter shathe selucaser konnyar bibaher joutuk hisebe hindukush porboter dokhin anogso mourjo samrajjer adhine chole aase.,bn
"Ainti dayittoshilder kach theke anabarato samalochonar sanmukhin hoeche ei bole je, ain proyogkari elakay manabodhikar longhito hoyeche, sesob jaygay hatya, atyachar, nisthurata, apaharan, hariye jawa ityadi ghotonay ain ",bn
"aadhunik lekkhyo arabite aadhunik shobdo jog hoyeche o oti prachin shobguli arjon kora hoyeche, kintu e sotteo dhrupodi arabir shathe er parthokyo khub ekta beshi noy.",bn
Tumi kemon acho?,bn
Ami bhalo achi.,bn
Ekhane esho.,bn
Tumi ki khawa?,bn
Ami panite nami.,bn
Tumi je kothay.,bn
Aaj amar biye.,bn
Amader bari kothe?,bn
Sobai shukhi.,bn
Tomar nam ki?,bn
Ei dekh.,bn
Oi dekh.,bn
Tumi ki bhabcho?,bn
Ami ki bhabe?,bn
Tumi besh sundor.,bn
Tumi kothay jao?,bn
Ami khawa?,bn
Sei khane.,bn
Sei jibon.,bn
Amra bhalobasi.,bn
Ami ki bolbo?,bn
Ei shomoy.,bn
Tumi ascho?,bn
Ami dekhi.,bn
Tumio sundor.,bn
Cholo jai.,bn
Tumi shuncho?,bn
Ekhane bosho.,bn
Oi geche.,bn
Oi jibon.,bn
Ami shuna.,bn
Tumi shobi.,bn
Ki korcho?,bn
Ki khobor?,bn
Sob bhalo.,bn
Tumi khushito?,bn
Ami khushito.,bn
Ki jatno koro.,bn
Aji onek kaaj.,bn
Tomar kono chinta.,bn
Dole tini muloto danhati medium bowler hishebe khelten.,bn
Bortomane bangladesher 8ti bibhager ontorgoto 64ti jela royeche.,bn
Sangraike upolakho kore ank boro hat bose.,bn
ihudi abhibason o bhumi bikroy simaboddho korar bapare tini britishder dabi koren.,bn
akborer songe taar susomporko thakay bivinno somoy tini akbarer raj-dorobare jaan.,bn
e somoy nije nije anek anko korten.,bn
Turoskoer shikkhabyabosthar unnoyoner jonno Dewe ekti prostab pesh koren.,bn
mrityukaale tini bharotiyo jono nattyo moncho b ajonomer aahobahok chilen.,bn
Kintu ek mousum por-e a dayitto theke abyahati nen.,bn
Kishkindhakando-er patabhumi banor rajyo Kishkindha.,bn
bam hatti aswavavik boro dekhay ebong koler upor talu upore othano abosthay thake.,bn
1948 christobdo porjonto ei sorakarer sason bebosta bohal chilo.,bn
Baryogenesis er karonsworup podartho o protipodarther osamyo byakkhyay besh koyekti tatwo royeche.,bn
echarao taar netritte ek pronmer moddhei deshti tritiyo biswo theke prothom biswer desher rupantorito hoy.,bn
erporoborti paach bochore swavabik projonon programmer awotay aaro kichushing jukto stree mesher shathe aaro kichu shing juko shaboker jonmo dey.,bn
Ar ei lokkhye Microsoft udbhabon kore tader Browserer notun version Internet Explorer 7.,bn
"Shadharonoto, nihsaroner totwo ebong proyogshomuhu, shoshon, uttejito poromanu o anu theke tarit chumbokiyo bikironer (alok) bikkhepon, Bornalibikkhon jontrer bishleshon, lazer ebong mezarer utpadon, ebong bostu shadharoner alok dhormaboli, ei shrenikoroner moddhe pore.",bn
Tunneler dabite pratiyaman je koylar bhutattik sombhabona elakatite nei.,bn
"golam dostogir gaji (jonmo: 14 august, 1948) ekjon rajnitibid jini 2008-r prothombar ebong 2014-te ditiyobar awogami leaguer mononito prarthi hisebe bangladesh jatiyo songsoder sodoshyo nirbachito hon.",bn
erake taar safollyer jonno forasira taar shathe alochonar bapare utsahito hoyechilo.,bn
Tini aro kichu club protistha korechilen.,bn
"Lekhak o gabeshak Mohiuddin Ahmed likhito 2017 saale prokashit 'Awami League: juddhadiner katha 1971' boiye ek sakkhatkare Shamser Mobin Choudhury Bolen, 1971 saaler 30Se March Major Mannaner netritte Pakistan senabahinir ekti commando unit chattagramer Anowara upojelay abhijan porichalona kore.",bn
"1858ing - Sir Jagadish chondro Basu, Bangaldesher akjon safal bigyani.",bn
"moshtak ahmed (jonmo: 30 december, 1975) holen ekjon bangladeshi biggan kolpokahini lekhok o bangladesh sarkari kormo comision theke suparishprapto police karmokarta.",bn
Panetration test purno Sicurity oditer ekti ongso.,bn
"Bimanbondor kortripokkher sodosyo Dudesh Sharma bolen, ""Jodio bimanbondore bidyoman subidha sontoshjonok, tar poreo bimanbondor theke cholacholkari Bimangulir banijyik sombhabona soho bibhinno dik bibechonay neowa hobe ebong biman songsthagulir shathe poramorsho korbe"".",bn
"Prothome chobitir baroti print korar kotha thakleo projojona protishthan niye je jhamela srishti hoyn ta aro-o Garho hoy poribeshonay thakar kotha thiclo omi-boni kothachitro er, ekporjaye tarao poribshona theke sore daralo.",bn
Modinay arthat iyasoreber kachakachi pouchanor por shaybar proti takale taar duchokh ashruswajol hoye uthlo.,bn
tini ei sondhike somapto hisebe dekhte chaiten karon eti seria o iracke aaro bivokto kore felchilo.,bn
